; CSV, generated by libsigrok4DSL 0.2.0 on Thu Apr 25 13:49:23 2019
; Channels (16/16)
; Sample rate: 4 MHz
; Sample count: 38.154112M Samples
Time(s), 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1.095792,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.095793,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0957935,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09579525,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09579675,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09579825,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09579925,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.095801,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.095802,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09580375,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09580475,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0958065,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0958075,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09580925,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09581025,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09581175,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.095813,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0958145,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0958155,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09581725,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09581825,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09582,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.095821,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0958215,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09582225,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09582275,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0958245,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0959925,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.095994,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09599575,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09599675,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09599725,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0959985,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0959995,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09599975,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09600125,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.096002,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09600375,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09600475,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0960065,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0960075,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09600925,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09601025,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.096012,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.096013,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09601475,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09601575,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0960175,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0960185,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09602025,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09602125,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09602275,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09602375,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0960255,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0960265,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09602825,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09602925,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.096031,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.096032,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0960325,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09603375,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09603475,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0960365,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0960375,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09603775,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.096039,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09604,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.096042,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09604275,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09604325,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09631925,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.096322,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0963235,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0963255,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09632625,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09632675,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.096328,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.096329,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0963295,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09633075,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09633175,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0963335,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0963345,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09633625,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09633725,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.096339,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09633975,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09634175,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.09634275,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.09634325,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1.0963445,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0963455,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
