; CSV, generated by libsigrok4DSL 0.2.0 on Thu Apr 25 13:40:52 2019
; Channels (16/16)
; Sample rate: 4 MHz
; Sample count: 19.77056M Samples
Time(s), 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
2.0890495,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08905075,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08905225,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08905325,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089055,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089056,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08905775,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08905875,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0890605,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0890615,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089062,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0890635,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089065,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08906675,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08906775,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0890695,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0890705,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089072,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08907325,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08907475,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08907575,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0890775,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0890785,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08908025,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08908125,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089083,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089084,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08908575,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08908675,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0890885,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0890895,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08909,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08909075,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08909125,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089093,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08928825,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08928975,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08929175,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0892925,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089293,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08929425,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08929525,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08929575,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089297,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089298,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08929975,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08930075,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0893025,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0893035,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08930525,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089306,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089308,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089309,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0893105,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08931175,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08931325,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08931425,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089316,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089317,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08931875,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08931975,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0893215,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0893225,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08932425,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08932525,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08932675,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089328,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08932825,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0893295,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0893305,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08933225,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08933325,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0893335,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089335,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089336,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08933775,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08933875,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08933925,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08943725,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08944025,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08944175,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894435,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0894445,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089445,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08944625,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08944725,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894475,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089449,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08945,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08945175,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0894525,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08945425,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08945525,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089457,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089458,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08945975,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08946075,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08946125,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894625,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08946375,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089464,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894655,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08946625,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08946675,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894705,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089471,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08947175,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894735,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0894745,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08947625,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08947725,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089479,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08948,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08948175,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08948275,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08948425,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0894855,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089487,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089488,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08948975,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08949075,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08949125,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08949175,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894925,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0894935,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089494,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0894995,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0895,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0895005,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08950125,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089503,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089504,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08950575,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08950675,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0895085,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0895095,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08951125,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08951225,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08951275,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08951375,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089515,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08951525,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0895165,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0895175,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08951925,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08952025,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08952075,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089522,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08952325,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08952425,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089525,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08952675,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0896685,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08967,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089672,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08967275,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08967325,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0896745,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0896755,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089676,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08967725,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08967825,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08968,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089681,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08968275,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08968375,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0896855,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08968625,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08968825,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08968925,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08969075,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089692,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0896935,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0896945,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08969625,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08969725,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089699,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0897,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08970175,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08970275,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0897045,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0897055,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08970575,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089707,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08970825,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0897085,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08970975,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08971075,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08971125,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0897125,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0897135,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08971525,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08971625,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08971675,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089718,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089719,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0897195,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089805,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089808,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0898095,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08981125,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08981225,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08981275,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089814,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089815,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08981525,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08981675,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08981775,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898195,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08982025,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089822,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089823,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08982475,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08982575,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898275,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0898285,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089829,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08983025,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0898315,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08983175,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08983325,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089834,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898345,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08983925,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08983975,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08984075,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08984225,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08984325,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089845,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089846,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08984775,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08984875,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898505,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0898515,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08985325,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08985425,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08985575,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089857,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898575,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898585,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0898595,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898605,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898615,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08986225,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08986275,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898675,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089868,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089869,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898705,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0898715,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08987325,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08987425,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089876,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.089877,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08987875,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08987975,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898815,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0898825,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089884,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08988525,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08988675,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08988775,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.08988825,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898895,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08989075,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.089892,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0898925,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.08989425,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0900285,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09003,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09003175,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09003275,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09003325,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0900345,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09003525,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09003575,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09003725,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.090038,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09003975,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09004075,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0900425,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0900435,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09004525,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09004625,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090048,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.090049,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09005075,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09005175,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0900535,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0900545,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090056,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09005725,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09005875,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09005975,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0900615,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0900625,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09006425,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09006525,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09006575,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090067,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.090068,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09006825,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09006975,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09007075,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09007225,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0900735,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090075,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.090076,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090078,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09007875,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09007925,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090201,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.090204,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0902055,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09020725,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09020825,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09020875,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09021,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2.090211,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09021125,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09021275,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0902135,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0902155,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09021625,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090218,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.090219,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09022075,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.09022175,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.0902235,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2.0902245,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2.090225,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2.09022625,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
